gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	Cd4 T Cells	Cd8 T Cells	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	NK Cells	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	VSMC
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC06037057B	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0148F76F0	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0782ECD47	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0EB633CED	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0675C8528	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0A79539F5	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0512E3581	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0ADD9F3A1	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0BE1E619E	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0637CC9D5	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC00BDFD604	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC036A39C13	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC054FD289E	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC074888BE6	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC08DE61392	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC058678C1B	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0EBBD9B59	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC080C0C5A2	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0245AE3FF	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC07D1540F8	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC066B2A89A	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC09D51C7BF	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC069D8A1BA	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC042468412	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0D0D2D930	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0486FECAB	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC045BF427E	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.066	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.045	0.178	0.052	0.002	0.004	0.0	0.009	0.091
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0EFF2AFBD	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC044BB9279	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0827E3502	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0B0BAF8DB	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0671450D5	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC066A4E191	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC03753E185	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0E11F543C	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC081B09E04	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC02753B9BD	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC01D3E6936	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0456BB36C	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC073544134	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0AEC52E73	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC05E4FA547	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.009	0.002	0.0	0.002	0.002	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03C02374B	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC06CA35957	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC00D0D0EC3	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03F9E6AC5	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC015580274	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0C646FE07	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0E6C99C1D	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC063989793	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0B739B6BE	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC018C0B727	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0D8C38952	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC04617C8EB	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC08BCEE850	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0AC0FE01C	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0ECDB073E	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC050D66C45	0.015	0.0	0.009	0.02	0.009	0.0	0.0	0.007	0.0	0.004	0.015	0.014	0.012	0.018	0.012	0.007	0.013	0.007	0.007	0.003	0.0	0.049	0.0	0.0	0.007	0.013	0.001	0.001	0.0	0.052	0.009	0.044	0.054	0.108	0.012	0.002	0.101	0.031
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0560E3B5F	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09D3FA32B	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0953D36EF	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC060CAF2BD	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC001BD2F39	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC05D7BF6AC	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09E6AC2F5	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BCA5D6A5	0.132	0.001	0.091	0.031	0.05	0.004	0.007	0.021	0.01	0.105	0.011	0.144	0.073	0.021	0.024	0.042	0.039	0.031	0.031	0.028	0.011	0.093	0.028	0.0	0.044	0.023	0.018	0.017	0.011	0.116	0.038	0.022	0.001	0.001	0.0	0.049	0.002	0.068
